SiteName,Year,Month,Time,Salinity,Latitude,Longitude,Grid.Lat,Grid.Long,Unique,Depth,Flow,PREC,AMO,NAO,ACE,AMO6,NAO6,FLOW6,PREC6
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1990,8,1990_8,88,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,19161,5.6,0.052,0.9,96.8,-0.063833333,0.866666667,193765,32.51666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1990,8,1990_8,469,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,19161,5.6,0.052,0.9,96.8,-0.063833333,0.866666667,193765,32.51666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1990,10,1990_10,15,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,20907,75.7,0.112,0.5,96.8,0.028666667,-0.066666667,193518,36.78333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1991,1,1991_1,5,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,25829,57.1,-0.196,0.7,96.8,0.003833333,0.233333333,152412,33.1
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1991,4,1991_4,16,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,287456,95.8,-0.134,1.1,96.8,-0.1015,0.366666667,426544,48.38333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1991,7,1991_7,16,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,63844,52.1,-0.109,-1.4,35.5,-0.1195,0.033333333,602186,97.23333333
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1991,7,1991_7,20,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,63844,52.1,-0.109,-1.4,35.5,-0.1195,0.033333333,602186,97.23333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1991,11,1991_11,47,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,60032,10,-0.263,1.6,35.5,-0.152666667,0.016666667,360981,106.75
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1991,11,1991_11,66,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,60032,10,-0.263,1.6,35.5,-0.152666667,0.016666667,360981,106.75
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1992,1,1992_1,48,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,61466,163.9,-0.192,-1,35.5,-0.1805,0.266666667,440631,118.5833333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1992,4,1992_4,22,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,112509,85.5,-0.186,1.8,35.5,-0.174333333,1.1,531112,105.75
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1992,7,1992_7,16,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,37733,13.2,-0.221,-0.2,76.2,-0.162333333,0.95,639239,112.1
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1992,10,1992_10,18,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,31184,101.6,-0.302,-1.2,76.2,-0.275833333,0.083333333,559994,91.45
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1992,10,1992_10,98,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,31184,101.6,-0.302,-1.2,76.2,-0.275833333,0.083333333,559994,91.45
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1993,1,1993_1,12,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,26085,17.4,-0.242,2.1,76.2,-0.3205,1.016666667,273556,44.15
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1993,5,1993_5,22,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,125200,279.3,-0.166,-3.6,76.2,-0.217833333,0.45,310472,119.95
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1993,7,1993_7,14,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,40399,NA,-0.28,-0.2,38.7,-0.207,-0.183333333,622893,176.02
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1993,10,1993_10,14,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,58514,77.5,-0.246,-0.7,38.7,-0.212333333,-1.266666667,612721,135.32
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1993,11,1993_11,41,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,22554,29.8,-0.321,2.5,38.7,-0.238166667,-0.25,510075,85.42
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1994,2,1994_2,12,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,22339,28.1,-0.312,-0.4,38.7,-0.2735,0.566666667,245213,55.78333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1994,3,1994_3,37,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,67679,136.7,-0.282,4.4,38.7,-0.292666667,1.733333333,280758,61.81666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1994,6,1994_6,24,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,54016,112.5,-0.225,2.1,38.7,-0.255166667,1.45,249841,68.88333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1994,9,1994_9,25,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,34050,126.5,-0.156,-0.1,32,-0.211166667,0.383333333,228121,67.21666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1994,11,1994_11,83,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,21644,3.8,-0.023,0.2,32,-0.156666667,0.116666667,358718,71.58333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1994,12,1994_12,93,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.304878,40948,114.4,-0.094,1.6,32,-0.134833333,0.033333333,345650,71.9
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1995,2,1995_2,275,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,24780,65.9,-0.043,2.3,32,-0.074166667,0.7,331924,76.8
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1995,4,1995_4,48,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,30736,23.2,0.072,-1.9,32,-0.0235,0.9,187186,66.21666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1995,5,1995_5,65,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,66039,44.5,0.268,-0.8,32,0.025,0.733333333,231581,73
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1995,6,1995_6,94,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,73416,71.6,0.36,-2.1,32,0.100666667,0.116666667,264049,65.86666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1995,7,1995_7,752,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.304878,32781,8.4,0.31,-1.4,227.1,0.163333333,-0.35,271968,65.1
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1995,10,1995_10,49,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,100101,157.7,0.098,-0.3,227.1,0.210833333,-0.8,489659,83.43333333
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1995,11,1995_11,44,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,150523,62.7,0.123,-3,227.1,0.186666667,-1.166666667,574143,86.46666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1996,2,1996_2,22,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,21875,2.6,-0.036,0.9,227.1,0.043166667,-1.233333333,477403,50.05
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1996,2,1996_2,1220,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,21875,2.6,-0.036,0.9,227.1,0.043166667,-1.233333333,477403,50.05
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1996,4,1996_4,118,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,23150,27.1,0.005,-1,227.1,0.009166667,-1.883333333,282764,16.86666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1996,4,1996_4,378,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,23150,27.1,0.005,-1,227.1,0.009166667,-1.883333333,282764,16.86666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1996,7,1996_7,80,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,13381,NA,-0.109,1.2,166.2,-0.066333333,-0.433333333,138999,13.44
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1996,8,1996_8,320,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,34038,183.7,-0.012,0.6,166.2,-0.062333333,-0.483333333,151162,49.66
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1996,10,1996_10,77,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,142088,25.6,-0.149,1.6,166.2,-0.078833333,0.283333333,269839,69.78
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1997,1,1997_1,273,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,12703,47.1,-0.095,-2.4,166.2,-0.099833333,-0.566666667,250827,73.11666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1997,2,1997_2,22,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.304878,8270,39.2,-0.04,3.7,166.2,-0.1045,-0.05,225059,49.03333333
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1997,4,1997_4,54,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,154815,237.9,0.003,-1.8,166.2,-0.078,-0.316666667,365929,82.21666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1997,7,1997_7,41,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,24229,NA,0.056,1.1,40.9,0.01,-0.133333333,497284,123.18
SAN FERNANDO CK AT DR HUBERT PROPERTY 2.68 KM DOWNSTREAM FROM AIRPORT 3.79 KM UPSTREAM OF CONFLUENCE WITH SANTA GERTRUDIS CK NR CR 1080,1997,8,1997_8,124,27.478033,-97.785261,27.5,-97.8,27.5_-97.8,0.3,19698,59,0.011,0.7,40.9,0.0185,-0.633333333,508712,127.14
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1997,8,1997_8,161,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,19698,59,0.011,0.7,40.9,0.0185,-0.633333333,508712,127.14
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1997,11,1997_11,29,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,52787,63.1,0.047,0.1,40.9,0.0615,-0.766666667,654269,190.06
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1997,11,1997_11,133,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,52787,63.1,0.047,0.1,40.9,0.0615,-0.766666667,654269,190.06
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1997,12,1997_12,10,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,24097,1.9,0.127,-0.5,40.9,0.082,-0.333333333,619173,168.38
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1997,12,1997_12,90,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,24097,1.9,0.127,-0.5,40.9,0.082,-0.333333333,619173,168.38
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1998,1,1998_1,5,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,26369,40,0.126,-0.7,40.9,0.093666667,-0.633333333,621313,146.9833333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1998,4,1998_4,21,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,21668,8.9,0.287,0.7,40.9,0.1985,0.133333333,220795,39.2
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1998,5,1998_5,73,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,21790,NA,0.379,-0.2,40.9,0.253833333,0.083333333,189798,34.42
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1998,6,1998_6,30,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,19896,1.3,0.485,-1,40.9,0.3135,0,185597,34.3
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1998,8,1998_8,111,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,22195,19.3,0.508,1.5,181.8,0.409833333,0.3,129384,27
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1998,11,1998_11,35,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,61591,165.7,0.313,0.9,181.8,0.429166667,0.116666667,621977,129.8
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1998,11,1998_11,41,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,1,61591,165.7,0.313,0.9,181.8,0.429166667,0.116666667,621977,129.8
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1999,1,1999_1,38,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,24316,NA,0.046,1.3,181.8,0.321333333,0.716666667,637362,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1999,1,1999_1,51,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,1,24316,NA,0.046,1.3,181.8,0.321333333,0.716666667,637362,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1999,5,1999_5,30,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.304878,51849,NA,0.158,0.4,181.8,0.1075,0.95,222095,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1999,5,1999_5,47,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,51849,NA,0.158,0.4,181.8,0.1075,0.95,222095,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1999,6,1999_6,39,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,32340,NA,0.176,1.2,181.8,0.091,0.883333333,226567,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1999,6,1999_6,144,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,32340,NA,0.176,1.2,181.8,0.091,0.883333333,226567,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1999,10,1999_10,60,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,105216,NA,0.013,0.4,176.5,0.170666667,-0.25,837308,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,1999,11,1999_11,24,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,24559,NA,-0.053,0.8,176.5,0.1355,-0.183333333,810018,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,1999,12,1999_12,125,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,23042,NA,0.01,1.7,176.5,0.107833333,-0.1,800720,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2000,2,2000_2,28,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-18951.7,NA,-0.042,3.1,176.5,0.003333333,1.166666667,231503.5,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2000,4,2000_4,33,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2000,4,2000_4,50,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2000,6,2000_6,56,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-14651,NA,-0.022,-0.5,176.5,0.014333333,0.333333333,-19898.1,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2000,9,2000_9,27,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-27665.7,NA,0.097,0.2,119.1,0.063333333,-0.65,-70663.8,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2000,10,2000_10,38,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.1,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2000,12,2000_12,9,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-29337.6,NA,-0.131,-2.2,119.1,0.005166667,0,-158363.4,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2000,12,2000_12,42,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.1,-29337.6,NA,-0.131,-2.2,119.1,0.005166667,0,-158363.4,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2001,5,2001_5,20,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,17926.3,51.8,-0.014,-1,119.1,-0.052333333,-0.65,54824.3,NA
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2001,5,2001_5,84,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.1,17926.3,51.8,-0.014,-1,119.1,-0.052333333,-0.65,54824.3,NA
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2001,7,2001_7,11,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2001,8,2001_8,38,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
PETRONILA CREEK 1.2 KM UPSTREAM OF THE CONFLUENCE WITH TUNAS CREEK,2001,10,2001_10,29,27.482714,-97.537974,27.5,-97.5,27.5_-97.5,0.3,19045.7,36.5,0.247,0.9,110.1,0.168833333,-0.65,275768,69.68333333
LAGUNA MADRE AT ENTRANCE TO BIRD ISLAND BASIN FROM FIXED ICWW NAVIGATION MARKER 121 STEER 033 DEGREES FOR 0.655 KM,2001,11,2001_11,7,27.477417,-97.320671,27.5,-97.3,27.5_-97.3,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2002,3,2002_3,17,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-13174,5.1,0.14,0.9,110.1,0.181,0.216666667,191033.7,60.71666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2002,4,2002_4,15,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-24752.9,12.5,0.023,2.2,110.1,0.143666667,0.433333333,147235.1,56.71666667
LAGUNA MADRE WEST OF ICWW AND BIRD ISLAND BASIN FROM FIXED ICWW NAVIGATION MARKER 121 STEER 341 DEGREES FOR 0.924 KM,2002,5,2002_5,10,27.480473,-97.327271,27.5,-97.3,27.5_-97.3,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2002,5,2002_5,20,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2002,7,2002_7,13,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,55711.3,148,-0.07,1.6,67.4,0.013333333,1.7,-53630.6,56.96666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2002,10,2002_10,12,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,142857.5,391.2,0.107,-2,67.4,0.006666667,-0.066666667,217133.2,157.0666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,1,2003_1,6,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,4787.1,83.3,0.046,0.4,67.4,0.0575,-1.083333333,432774.2,160.1333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,3,2003_3,37,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,13754.2,52,0.108,0.5,67.4,0.043166667,-0.166666667,380504,135.6333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,6,2003_6,14,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-13400.3,52.6,0.201,-0.5,67.4,0.093333333,0.083333333,710,42
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,8,2003_8,20,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,-3006.8,0.3,0.411,-2,176.3,0.202333333,-0.45,-11925.1,47.5
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,9,2003_9,145,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,230590.8,328.8,0.447,-0.6,176.3,0.258833333,-0.633333333,204911.5,93.63333333
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,10,2003_10,11,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,164521.7,63.9,0.422,-1,176.3,0.316666667,-0.483333333,366405.5,103.6666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,10,2003_10,16,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,164521.7,63.9,0.422,-1,176.3,0.316666667,-0.483333333,366405.5,103.6666667
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2003,12,2003_12,22,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,1066.3,16.3,0.22,-1.1,176.3,0.331833333,-0.483333333,421167.8,101.45
LAGUNA MADRE AT ICWW APPROXIMATELY 1.6 KM SW FROM THE SOUTHERNMOST POINT OF SOUTH BIRD ISLAND,2004,3,2004_3,25,27.479166,-97.320831,27.5,-97.3,27.5_-97.3,0.3,81628.7,17.3,0.153,1.5,176.3,0.2375,-0.066666667,348661.6,33.73333333
