YEAR,STRATUM,AOU,SPECIES,POP,SEPOP,VCF,SEVCF,POOL,CODE
1972,20,1470,Canvasback,4814,2063,2.59,0.46,,0
1972,21,1460,Redhead,0,0,3.11,0.24,,0
1972,21,1470,Canvasback,0,0,2.59,0.46,,0
1972,22,1460,Redhead,3784,3136,3.11,0.24,,0
1972,22,1470,Canvasback,6945,2619,2.59,0.46,,0
1972,23,1460,Redhead,0,0,3.11,0.24,,0
1972,23,1470,Canvasback,0,0,2.59,0.46,,0
1972,24,1460,Redhead,1411,1492,3.11,0.24,,0
1972,24,1470,Canvasback,4709,4972,2.59,0.46,,0
1972,25,1460,Redhead,16292,3980,3.11,0.24,,0
1972,25,1470,Canvasback,9664,4369,2.59,0.46,,0
1972,26,1460,Redhead,71367,17409,4.29,0.6,,0
1972,26,1470,Canvasback,52841,16828,1.95,0.37,,0
1972,27,1460,Redhead,17795,12726,4.29,0.6,,0
1972,27,1470,Canvasback,7002,5408,1.95,0.37,,0
1972,28,1460,Redhead,18005,5169,4.29,0.6,,0
1972,28,1470,Canvasback,2613,1411,1.95,0.37,,0
1972,29,1460,Redhead,10946,4799,4.29,0.6,,0
1972,29,1470,Canvasback,3025,2084,1.95,0.37,,0
1972,30,1460,Redhead,41180,17558,5.7,0.87,,0
1972,30,1470,Canvasback,42092,12223,1.8,0.42,,0
1972,31,1460,Redhead,55221,20094,5.7,0.87,,0
1972,31,1470,Canvasback,28115,12344,1.8,0.42,,0
1972,32,1460,Redhead,29505,7027,5.7,0.87,,0
1972,32,1470,Canvasback,27224,9253,1.8,0.42,,0
1972,33,1460,Redhead,13657,8926,5.7,0.87,,0
1972,33,1470,Canvasback,2723,1387,1.8,0.42,,0
1972,34,1460,Redhead,11897,4526,3.95,0.51,,0
1972,34,1470,Canvasback,26286,6128,2.38,0.4,,0
1972,35,1460,Redhead,7095,2483,3.95,0.51,,0
1972,35,1470,Canvasback,8893,2680,2.38,0.4,,0
1972,36,1460,Redhead,2602,1007,3.95,0.51,,0
1972,36,1470,Canvasback,896,341,2.38,0.4,,0
1972,37,1460,Redhead,25473,7198,3.95,0.51,,0
1972,37,1470,Canvasback,12039,4233,2.38,0.4,,0
1972,38,1460,Redhead,0,0,3.95,0.51,,0
1972,38,1470,Canvasback,0,0,2.38,0.4,,0
1972,39,1460,Redhead,13646,3537,3.95,0.51,,0
1972,39,1470,Canvasback,5139,1916,2.38,0.4,,0
1972,40,1460,Redhead,17802,7330,3.95,0.51,,0
1972,40,1470,Canvasback,15050,4615,2.38,0.4,,0
1972,41,1460,Redhead,0,0,1.61,0.53,,0
1972,41,1470,Canvasback,2640,1315,2.02,0.7,,0
1972,42,1460,Redhead,0,0,1.61,0.53,,0
1972,42,1470,Canvasback,4069,1897,2.02,0.7,,0
1972,43,1460,Redhead,0,0,1.61,0.53,,0
1972,43,1470,Canvasback,1828,1389,2.02,0.7,,0
1972,44,1460,Redhead,0,0,1.61,0.53,,0
1972,44,1470,Canvasback,5110,2543,2.02,0.7,,0
1972,45,1460,Redhead,83960,22248,5.86,0.88,,0
1972,45,1470,Canvasback,19342,7448,1.97,0.31,,0
1972,46,1460,Redhead,42948,8547,5.86,0.88,,0
1972,46,1470,Canvasback,9055,4477,1.97,0.31,,0
1972,47,1460,Redhead,0,0,5.86,0.88,,0
1972,47,1470,Canvasback,0,0,1.97,0.31,,0
1972,48,1460,Redhead,44819,17826,5.86,0.88,,0
1972,48,1470,Canvasback,8628,4579,1.97,0.31,,0
1972,49,1460,Redhead,3748,2268,5.86,0.88,,0
1972,49,1470,Canvasback,421,455,1.97,0.31,,0
1972,50,1460,Redhead,0,0,3.11,0.24,,0
1972,50,1470,Canvasback,0,0,2.59,0.46,,0
1972,75,1460,Redhead,2233.09,1740.22,3.11,0.24,,0
1972,75,1470,Canvasback,9918.48,7793.43,2.59,0.46,,0
1972,76,1460,Redhead,5084.08,2175.87,3.11,0.24,,0
1972,76,1470,Canvasback,0,0,2.59,0.46,,0
1972,77,1460,Redhead,7143.2,2899.66,3.11,0.24,,0
1972,77,1470,Canvasback,4461.62,4216.78,2.59,0.46,,0
1973,1,1460,Redhead,0,0,3.11,0.24,,0
1973,1,1470,Canvasback,0,0,2.43,0.46,,0
1973,2,1460,Redhead,0,0,3.11,0.24,,0
1973,2,1470,Canvasback,730,530,2.43,0.46,,0
1973,3,1460,Redhead,0,0,3.11,0.24,,0
1973,3,1470,Canvasback,21598,10194,2.43,0.46,,0
1973,4,1460,Redhead,0,0,3.11,0.24,,0
1973,4,1470,Canvasback,93934,44811,2.43,0.46,,0
1973,5,1460,Redhead,0,0,3.11,0.24,,0
1973,5,1470,Canvasback,940,644,2.43,0.46,,0
1973,6,1460,Redhead,0,0,3.11,0.24,,0
1973,6,1470,Canvasback,499,382,2.43,0.46,,0
1973,7,1460,Redhead,60.99,121.66,3.11,0.24,,1
1973,7,1470,Canvasback,692.13,1342.27,2.43,0.46,,1
1973,8,1460,Redhead,0,0,3.11,0.24,,0
1973,8,1470,Canvasback,524,503,2.43,0.46,,0
1973,9,1460,Redhead,0,0,3.11,0.24,,0
1973,9,1470,Canvasback,3485,2255,2.43,0.46,,0
1973,10,1460,Redhead,0,0,3.11,0.24,,0
1973,10,1470,Canvasback,0,0,2.43,0.46,,0
1973,11,1460,Redhead,0,0,3.11,0.24,,0
1973,11,1470,Canvasback,2712,1752,2.43,0.46,,0
1973,12,1460,Redhead,0,0,3.11,0.24,,0
1973,12,1470,Canvasback,1986,794,2.59,0.46,,0
1973,13,1460,Redhead,0,0,3.11,0.24,,0
1973,13,1470,Canvasback,1421,1421,2.59,0.46,,0
1973,14,1460,Redhead,0,0,3.11,0.24,,0
1973,14,1470,Canvasback,0,0,2.59,0.46,,0
1973,15,1460,Redhead,0,0,3.11,0.24,,0
1973,15,1470,Canvasback,0,0,2.59,0.46,,0
1973,16,1460,Redhead,0,0,3.11,0.24,,0
1973,16,1470,Canvasback,0,0,2.59,0.46,,0
1973,17,1460,Redhead,0,0,3.11,0.24,,0
1973,17,1470,Canvasback,5784,4540,2.59,0.46,,0
1973,18,1460,Redhead,0,0,3.11,0.24,,0
1973,18,1470,Canvasback,0,0,2.59,0.46,,0
1973,20,1460,Redhead,5611,2085,3.11,0.24,,0
1973,20,1470,Canvasback,12035,4784,2.59,0.46,,0
1973,21,1460,Redhead,0,0,3.11,0.24,,0
1973,21,1470,Canvasback,0,0,2.59,0.46,,0
1973,22,1460,Redhead,3890,2221,3.11,0.24,,0
1973,22,1470,Canvasback,7787,3238,2.59,0.46,,0
1973,23,1460,Redhead,0,0,3.11,0.24,,0
1973,23,1470,Canvasback,0,0,2.59,0.46,,0
1973,24,1460,Redhead,3649,3735,3.11,0.24,,0
1973,24,1470,Canvasback,32178,32915,2.59,0.46,,0
1973,25,1460,Redhead,19189,7089,3.11,0.24,,0
1973,25,1470,Canvasback,33523,9920,2.59,0.46,,0
1973,26,1460,Redhead,75949,22914,3.96,0.48,,0
1973,26,1470,Canvasback,38092,6531,1.62,0.24,,0
1973,27,1460,Redhead,4831,2834,3.96,0.48,,0
1973,27,1470,Canvasback,5804,1503,1.62,0.24,,0
1973,28,1460,Redhead,1889,1018,3.96,0.48,,0
1973,28,1470,Canvasback,5879,1920,1.62,0.24,,0
1973,29,1460,Redhead,6430,3318,3.96,0.48,,0
1973,29,1470,Canvasback,4264,1993,1.62,0.24,,0
1973,30,1460,Redhead,52902,15155,6.5,1.2,,0
1973,30,1470,Canvasback,80651,41224,2.26,0.92,,0
1973,31,1460,Redhead,62946,34780,6.5,1.2,,0
1973,31,1470,Canvasback,58657,27881,2.26,0.92,,0
1973,32,1460,Redhead,25440,9288,6.5,1.2,,0
1973,32,1470,Canvasback,64531,34864,2.26,0.92,,0
1973,33,1460,Redhead,1639,1773,6.5,1.2,,0
1973,33,1470,Canvasback,3422,2422,2.26,0.92,,0
1973,34,1460,Redhead,14399,9929,5.74,1.02,,0
1973,34,1470,Canvasback,15281,6128,1.65,0.4,,0
1973,35,1460,Redhead,18960,12103,5.74,1.02,,0
1973,35,1470,Canvasback,6384,4538,1.65,0.4,,0
1973,36,1460,Redhead,0,0,5.74,1.02,,0
1973,36,1470,Canvasback,1239,1161,1.65,0.4,,0
1973,37,1460,Redhead,22487,8426,5.74,1.02,,0
1973,37,1470,Canvasback,16229,7620,1.65,0.4,,0
1973,38,1460,Redhead,0,0,5.74,1.02,,0
1973,38,1470,Canvasback,0,0,1.65,0.4,,0
1973,39,1460,Redhead,16103,7098,5.74,1.02,,0
1973,39,1470,Canvasback,6040,2064,1.65,0.4,,0
1973,40,1460,Redhead,18909,5594,5.74,1.02,,0
1973,40,1470,Canvasback,11401,4971,1.65,0.4,,0
1973,41,1460,Redhead,2414,1527,1.61,0.53,,0
1973,41,1470,Canvasback,4223,1964,2.02,0.7,,0
1973,42,1460,Redhead,0,0,1.61,0.53,,0
1973,42,1470,Canvasback,5425,2723,2.02,0.7,,0
1973,43,1460,Redhead,1453,1446,1.61,0.53,,0
1973,43,1470,Canvasback,1828,1405,2.02,0.7,,0
1973,44,1460,Redhead,0,0,1.61,0.53,,0
1973,44,1470,Canvasback,4088,2858,2.02,0.7,,0
1973,45,1460,Redhead,66828,23222,6.9,1.13,,0
1973,45,1470,Canvasback,22849,9395,1.97,0.31,,0
1973,46,1460,Redhead,26275,9336,6.9,1.13,,0
1973,46,1470,Canvasback,3824,1676,1.97,0.31,,0
1973,47,1460,Redhead,0,0,6.9,1.13,,0
1973,47,1470,Canvasback,0,0,1.97,0.31,,0
1973,48,1460,Redhead,26917,8964,6.9,1.13,,0
1973,48,1470,Canvasback,6779,2766,1.97,0.31,,0
1973,49,1460,Redhead,7662,5526,6.9,1.13,,0
1973,49,1470,Canvasback,2193,2165,1.97,0.31,,0
1973,50,1460,Redhead,0,0,3.11,0.24,,0
1973,50,1470,Canvasback,0,0,2.59,0.46,,0
1973,75,1460,Redhead,11909.84,6334.04,3.11,0.24,,0
1973,75,1470,Canvasback,29755.45,23380.29,2.59,0.46,,0
1973,76,1460,Redhead,2033.63,1584.78,3.11,0.24,,0
1973,76,1470,Canvasback,0,0,2.59,0.46,,0
1973,77,1460,Redhead,0,0,3.11,0.24,,0
1973,77,1470,Canvasback,1784.65,1830.97,2.59,0.46,,0
1974,1,1460,Redhead,0,0,3.11,0.24,,0
1974,1,1470,Canvasback,0,0,2.43,0.46,,0
1974,2,1460,Redhead,0,0,3.11,0.24,,0
1974,2,1470,Canvasback,0,0,2.43,0.46,,0
1974,3,1460,Redhead,0,0,3.11,0.24,,0
1974,3,1470,Canvasback,19198,13736,2.43,0.46,,0
1974,4,1460,Redhead,0,0,3.11,0.24,,0
1974,4,1470,Canvasback,55507,18648,2.43,0.46,,0
1974,5,1460,Redhead,0,0,3.11,0.24,,0
1974,5,1470,Canvasback,0,0,2.43,0.46,,0
1974,6,1460,Redhead,0,0,3.11,0.24,,0
1974,6,1470,Canvasback,0,0,2.43,0.46,,0
1974,7,1460,Redhead,61.31,121.65,3.11,0.24,,1
1974,7,1470,Canvasback,701.51,1342.07,2.43,0.46,,1
1974,8,1460,Redhead,0,0,3.11,0.24,,0
1974,8,1470,Canvasback,524,527,2.43,0.46,,0
1974,9,1460,Redhead,0,0,3.11,0.24,,0
1974,9,1470,Canvasback,996,599,2.43,0.46,,0
1974,10,1460,Redhead,0,0,3.11,0.24,,0
1974,10,1470,Canvasback,0,0,2.43,0.46,,0
1974,11,1460,Redhead,0,0,3.11,0.24,,0
1974,11,1470,Canvasback,0,0,2.43,0.46,,0
1974,12,1460,Redhead,0,0,3.11,0.24,,0
1974,12,1470,Canvasback,4823,4234,2.59,0.46,,0
1974,13,1460,Redhead,0,0,3.11,0.24,,0
1974,13,1470,Canvasback,2132,2132,2.59,0.46,,0
1974,14,1460,Redhead,0,0,3.11,0.24,,0
1974,14,1470,Canvasback,0,0,2.59,0.46,,0
1974,15,1460,Redhead,0,0,3.11,0.24,,0
1974,15,1470,Canvasback,0,0,2.59,0.46,,0
1974,16,1460,Redhead,0,0,3.11,0.24,,0
1974,16,1470,Canvasback,0,0,2.59,0.46,,0
1974,17,1460,Redhead,0,0,3.11,0.24,,0
1974,17,1470,Canvasback,0,0,2.59,0.46,,0
1974,18,1460,Redhead,0,0,3.11,0.24,,0
1974,18,1470,Canvasback,0,0,2.59,0.46,,0
1974,20,1460,Redhead,2885,2154,3.11,0.24,,0
1974,20,1470,Canvasback,6419,2499,2.59,0.46,,0
1974,21,1460,Redhead,0,0,3.11,0.24,,0
1974,21,1470,Canvasback,0,0,2.59,0.46,,0
1974,22,1460,Redhead,757,431,3.11,0.24,,0
1974,22,1470,Canvasback,1894,1850,2.59,0.46,,0
1974,23,1460,Redhead,0,0,3.11,0.24,,0
1974,23,1470,Canvasback,0,0,2.59,0.46,,0
1974,24,1460,Redhead,0,0,3.11,0.24,,0
1974,24,1470,Canvasback,1177,1209,2.59,0.46,,0
1974,25,1460,Redhead,4888,2186,3.11,0.24,,0
1974,25,1470,Canvasback,6342,2205,2.59,0.46,,0
1974,26,1460,Redhead,116588,38466,5.09,1.4,,0
1974,26,1470,Canvasback,76565,24849,2.07,0.62,,0
1974,27,1460,Redhead,21120,7430,5.09,1.4,,0
1974,27,1470,Canvasback,20202,10462,2.07,0.62,,0
1974,28,1460,Redhead,16027,4891,5.09,1.4,,0
1974,28,1470,Canvasback,1185,742,2.07,0.62,,0
1974,29,1460,Redhead,1575,1173,5.09,1.4,,0
1974,29,1470,Canvasback,2241,1836,2.07,0.62,,0
1974,30,1460,Redhead,38954,9052,5.86,1,,0
1974,30,1470,Canvasback,53036,12832,1.49,0.25,,0
1974,31,1460,Redhead,75956,25254,5.86,1,,0
1974,31,1470,Canvasback,58279,20569,1.49,0.25,,0
1974,32,1460,Redhead,78898,20722,5.86,1,,0
1974,32,1470,Canvasback,36236,9671,1.49,0.25,,0
1974,33,1460,Redhead,739,715,5.86,1,,0
1974,33,1470,Canvasback,1129,731,1.49,0.25,,0
1974,34,1460,Redhead,30315,8512,5.56,1.03,,0
1974,34,1470,Canvasback,25215,9856,1.53,0.43,,0
1974,35,1460,Redhead,12764,4164,5.56,1.03,,0
1974,35,1470,Canvasback,7924,2635,1.53,0.43,,0
1974,36,1460,Redhead,0,0,5.56,1.03,,0
1974,36,1470,Canvasback,1442,954,1.53,0.43,,0
1974,37,1460,Redhead,37906,21148,5.56,1.03,,0
1974,37,1470,Canvasback,8329,3485,1.53,0.43,,0
1974,38,1460,Redhead,0,0,5.56,1.03,,0
1974,38,1470,Canvasback,1285,992,1.53,0.43,,0
1974,39,1460,Redhead,23973,8133,5.56,1.03,,0
1974,39,1470,Canvasback,9095,3513,1.53,0.43,,0
1974,40,1460,Redhead,25020,12057,5.56,1.03,,0
1974,40,1470,Canvasback,14219,5198,1.53,0.43,,0
1974,41,1460,Redhead,1049,547,1.61,0.53,,0
1974,41,1470,Canvasback,1320,613,2.02,0.7,,0
1974,42,1460,Redhead,0,0,1.61,0.53,,0
1974,42,1470,Canvasback,0,0,2.02,0.7,,0
1974,43,1460,Redhead,0,0,1.61,0.53,,0
1974,43,1470,Canvasback,914,935,2.02,0.7,,0
1974,44,1460,Redhead,0,0,1.61,0.53,,0
1974,44,1470,Canvasback,0,0,2.02,0.7,,0
1974,45,1460,Redhead,69764,34987,2.43,0.57,,0
1974,45,1470,Canvasback,46956,13151,2.12,0.41,,0
1974,46,1460,Redhead,40470,13503,2.43,0.57,,0
1974,46,1470,Canvasback,15110,7025,2.12,0.41,,0
1974,47,1460,Redhead,422,409,2.43,0.57,,0
1974,47,1470,Canvasback,0,0,2.12,0.41,,0
1974,48,1460,Redhead,17061,9573,2.43,0.57,,0
1974,48,1470,Canvasback,5964,3982,2.12,0.41,,0
1974,49,1460,Redhead,3148,2182,2.43,0.57,,0
1974,49,1470,Canvasback,393,443,2.12,0.41,,0
1974,50,1460,Redhead,970.94,6232.76,3.11,0.24,,1
1974,50,1470,Canvasback,5633.06,26235.08,2.59,0.46,,1
1974,75,1460,Redhead,2977.46,2320.3,3.11,0.24,,0
1974,75,1470,Canvasback,18597.15,12248.06,2.59,0.46,,0
1974,76,1460,Redhead,2033.63,1584.78,3.11,0.24,,0
1974,76,1470,Canvasback,0,0,2.59,0.46,,0
1974,77,1460,Redhead,0,0,3.11,0.24,,0
1974,77,1470,Canvasback,1859.01,1775.01,2.59,0.46,,0
1975,1,1460,Redhead,0,0,3.11,0.24,,0
1975,1,1470,Canvasback,1606,1372,2.43,0.46,,0
1975,2,1460,Redhead,0,0,3.11,0.24,,0
1975,2,1470,Canvasback,365,346,2.43,0.46,,0
1975,3,1460,Redhead,0,0,3.11,0.24,,0
1975,3,1470,Canvasback,9427,8145,2.43,0.46,,0
1975,4,1460,Redhead,0,0,3.11,0.24,,0
1975,4,1470,Canvasback,20363,11540,2.43,0.46,,0
1975,5,1460,Redhead,0,0,3.11,0.24,,0
1975,5,1470,Canvasback,0,0,2.43,0.46,,0
1975,6,1460,Redhead,0,0,3.11,0.24,,0
1975,6,1470,Canvasback,0,0,2.43,0.46,,0
1975,7,1460,Redhead,61.58,121.64,3.11,0.24,,1
1975,7,1470,Canvasback,710.24,1341.94,2.43,0.46,,1
1975,8,1460,Redhead,0,0,3.11,0.24,,0
1975,8,1470,Canvasback,0,0,2.43,0.46,,0
1975,9,1460,Redhead,0,0,3.11,0.24,,0
1975,9,1470,Canvasback,498,476,2.43,0.46,,0
1975,10,1460,Redhead,0,0,3.11,0.24,,0
1975,10,1470,Canvasback,0,0,2.43,0.46,,0
1975,11,1460,Redhead,0,0,3.11,0.24,,0
1975,11,1470,Canvasback,2169,1656,2.43,0.46,,0
1975,12,1460,Redhead,0,0,3.11,0.24,,0
1975,12,1470,Canvasback,4255,4024,2.59,0.46,,0
1975,13,1460,Redhead,0,0,3.11,0.24,,0
1975,13,1470,Canvasback,1421,846,2.59,0.46,,0
1975,14,1460,Redhead,0,0,3.11,0.24,,0
1975,14,1470,Canvasback,2173,2172,2.59,0.46,,0
1975,15,1460,Redhead,0,0,3.11,0.24,,0
1975,15,1470,Canvasback,0,0,2.59,0.46,,0
1975,16,1460,Redhead,0,0,3.11,0.24,,0
1975,16,1470,Canvasback,0,0,2.59,0.46,,0
1975,17,1460,Redhead,0,0,3.11,0.24,,0
1975,17,1470,Canvasback,13255,12049,2.59,0.46,,0
1975,18,1460,Redhead,0,0,3.11,0.24,,0
1975,18,1470,Canvasback,2253,2342,2.59,0.46,,0
1975,20,1460,Redhead,2405,2313,3.11,0.24,,0
1975,20,1470,Canvasback,7355,3857,2.59,0.46,,0
1975,21,1460,Redhead,0,0,3.11,0.24,,0
1975,21,1470,Canvasback,0,0,2.59,0.46,,0
1975,22,1460,Redhead,2271,1073,3.11,0.24,,0
1975,22,1470,Canvasback,2526,1322,2.59,0.46,,0
1975,23,1460,Redhead,0,0,3.11,0.24,,0
1975,23,1470,Canvasback,6996,6802,2.59,0.46,,0
1975,24,1460,Redhead,793,769,3.11,0.24,,0
1975,24,1470,Canvasback,6612,4029,2.59,0.46,,0
1975,25,1460,Redhead,15767,7123,3.11,0.24,,0
1975,25,1470,Canvasback,13349,3937,2.59,0.46,,0
1975,26,1460,Redhead,136356,28930,4.5,0.55,,0
1975,26,1470,Canvasback,69502,17072,0.82,0.19,,0
1975,27,1460,Redhead,12464,6285,4.5,0.55,,0
1975,27,1470,Canvasback,6043,1961,0.82,0.19,,0
1975,28,1460,Redhead,21066,6947,4.5,0.55,,0
1975,28,1470,Canvasback,1102,890,0.82,0.19,,0
1975,29,1460,Redhead,11849,9399,4.5,0.55,,0
1975,29,1470,Canvasback,2298,1355,0.82,0.19,,0
1975,30,1460,Redhead,47869,12629,5.16,0.75,,0
1975,30,1470,Canvasback,48832,16108,1.5,0.3,,0
1975,31,1460,Redhead,75694,18857,5.16,0.75,,0
1975,31,1470,Canvasback,64898,16332,1.5,0.3,,0
1975,32,1460,Redhead,115936,30693,5.16,0.75,,0
1975,32,1470,Canvasback,64877,14529,1.5,0.3,,0
1975,33,1460,Redhead,11698,4965,5.16,0.75,,0
1975,33,1470,Canvasback,1891,1103,1.5,0.3,,0
1975,34,1460,Redhead,24772,7428,5.6,1.07,,0
1975,34,1470,Canvasback,48691,7868,2.22,0.33,,0
1975,35,1460,Redhead,29731,13185,5.6,1.07,,0
1975,35,1470,Canvasback,23695,4561,2.22,0.33,,0
1975,36,1460,Redhead,1579,1476,5.6,1.07,,0
1975,36,1470,Canvasback,4999,2346,2.22,0.33,,0
1975,37,1460,Redhead,28283,11474,5.6,1.07,,0
1975,37,1470,Canvasback,29666,6289,2.22,0.33,,0
1975,38,1460,Redhead,1172,892,5.6,1.07,,0
1975,38,1470,Canvasback,928,702,2.22,0.33,,0
1975,39,1460,Redhead,22337,7949,5.6,1.07,,0
1975,39,1470,Canvasback,15173,4844,2.22,0.33,,0
1975,40,1460,Redhead,13541,4096,5.6,1.07,,0
1975,40,1470,Canvasback,26799,7405,2.22,0.33,,0
1975,41,1460,Redhead,735,359,1.61,0.53,,0
1975,41,1470,Canvasback,2112,1991,2.02,0.7,,0
1975,42,1460,Redhead,0,0,1.61,0.53,,0
1975,42,1470,Canvasback,0,0,2.02,0.7,,0
1975,43,1460,Redhead,363,372,1.61,0.53,,0
1975,43,1470,Canvasback,0,0,2.02,0.7,,0
1975,44,1460,Redhead,2388,1135,1.61,0.53,,0
1975,44,1470,Canvasback,0,0,2.02,0.7,,0
1975,45,1460,Redhead,147541,66209,7.14,2.95,,0
1975,45,1470,Canvasback,33367,6962,2.07,0.32,,0
1975,46,1460,Redhead,66899,31379,7.14,2.95,,0
1975,46,1470,Canvasback,5919,1484,2.07,0.32,,0
1975,47,1460,Redhead,0,0,7.14,2.95,,0
1975,47,1470,Canvasback,0,0,2.07,0.32,,0
1975,48,1460,Redhead,18631,15689,7.14,2.95,,0
1975,48,1470,Canvasback,2363,2008,2.07,0.32,,0
1975,49,1460,Redhead,6279,5090,7.14,2.95,,0
1975,49,1470,Canvasback,3236,3345,2.07,0.32,,0
1975,50,1460,Redhead,965.84,6232.35,3.11,0.24,,1
1975,50,1470,Canvasback,5561.29,26236.03,2.59,0.46,,1
1975,75,1460,Redhead,10421.11,8121.05,3.11,0.24,,0
1975,75,1470,Canvasback,32235.07,25328.64,2.59,0.46,,0
1975,76,1460,Redhead,2033.63,1584.78,3.11,0.24,,0
1975,76,1470,Canvasback,0,0,2.59,0.46,,0
1975,77,1460,Redhead,0,0,3.11,0.24,,0
1975,77,1470,Canvasback,5577.03,5231.24,2.59,0.46,,0
1976,1,1460,Redhead,0,0,3.11,0.24,,0
1976,1,1470,Canvasback,0,0,2.43,0.46,,0
1976,2,1460,Redhead,0,0,3.11,0.24,,0
1976,2,1470,Canvasback,0,0,2.43,0.46,,0
1976,3,1460,Redhead,0,0,3.11,0.24,,0
1976,3,1470,Canvasback,8399,4634,2.43,0.46,,0
1976,4,1460,Redhead,0,0,3.11,0.24,,0
1976,4,1470,Canvasback,39413,13692,2.43,0.46,,0
1976,5,1460,Redhead,0,0,3.11,0.24,,0
1976,5,1470,Canvasback,0,0,2.43,0.46,,0
1976,6,1460,Redhead,0,0,3.11,0.24,,0
1976,6,1470,Canvasback,0,0,2.43,0.46,,0
1976,7,1460,Redhead,61.82,121.64,3.11,0.24,,1
1976,7,1470,Canvasback,718.51,1341.88,2.43,0.46,,1
1976,8,1460,Redhead,0,0,3.11,0.24,,0
1976,8,1470,Canvasback,0,0,2.43,0.46,,0
1976,9,1460,Redhead,0,0,3.11,0.24,,0
1976,9,1470,Canvasback,0,0,2.43,0.46,,0
1976,10,1460,Redhead,0,0,3.11,0.24,,0
1976,10,1470,Canvasback,0,0,2.43,0.46,,0
1976,11,1460,Redhead,0,0,3.11,0.24,,0
1976,11,1470,Canvasback,0,0,2.43,0.46,,0
1976,12,1460,Redhead,0,0,3.11,0.24,,0
1976,12,1470,Canvasback,0,0,2.59,0.46,,0
1976,13,1460,Redhead,0,0,3.11,0.24,,0
1976,13,1470,Canvasback,2132,1391,2.59,0.46,,0
1976,14,1460,Redhead,0,0,3.11,0.24,,0
1976,14,1470,Canvasback,1127,1193,2.59,0.46,,0
1976,15,1460,Redhead,0,0,3.11,0.24,,0
1976,15,1470,Canvasback,9689,7354,2.59,0.46,,0
1976,16,1460,Redhead,0,0,3.11,0.24,,0
1976,16,1470,Canvasback,0,0,2.59,0.46,,0
1976,17,1460,Redhead,722,799,3.11,0.24,,0
1976,17,1470,Canvasback,9037,2845,2.59,0.46,,0
1976,18,1460,Redhead,0,0,3.11,0.24,,0
1976,18,1470,Canvasback,0,0,2.59,0.46,,0
1976,20,1460,Redhead,1603,773,3.11,0.24,,0
1976,20,1470,Canvasback,15645,6637,2.59,0.46,,0
1976,21,1460,Redhead,0,0,3.11,0.24,,0
1976,21,1470,Canvasback,3275,2190,2.59,0.46,,0
1976,22,1460,Redhead,12110,7594,3.11,0.24,,0
1976,22,1470,Canvasback,12628,4328,2.59,0.46,,0
1976,23,1460,Redhead,1474,1434,3.11,0.24,,0
1976,23,1470,Canvasback,1230,1320,2.59,0.46,,0
1976,24,1460,Redhead,3437,2996,3.11,0.24,,0
1976,24,1470,Canvasback,5735,5019,2.59,0.46,,0
1976,25,1460,Redhead,3077,1130,3.11,0.24,,0
1976,25,1470,Canvasback,16611,4850,2.59,0.46,,0
1976,26,1460,Redhead,122343,43015,5.53,0.77,,0
1976,26,1470,Canvasback,44772,8363,1.64,0.25,,0
1976,27,1460,Redhead,9909,2300,5.53,0.77,,0
1976,27,1470,Canvasback,3339,1417,1.64,0.25,,0
1976,28,1460,Redhead,36447,10279,5.53,0.77,,0
1976,28,1470,Canvasback,2193,885,1.64,0.25,,0
1976,29,1460,Redhead,4710,4630,5.53,0.77,,0
1976,29,1470,Canvasback,1777,541,1.64,0.25,,0
1976,30,1460,Redhead,63774,17456,4.6,0.58,,0
1976,30,1470,Canvasback,64265,21448,1.81,0.36,,0
1976,31,1460,Redhead,64634,28582,4.6,0.58,,0
1976,31,1470,Canvasback,64616,28762,1.81,0.36,,0
1976,32,1460,Redhead,91502,18206,4.6,0.58,,0
1976,32,1470,Canvasback,78939,21071,1.81,0.36,,0
1976,33,1460,Redhead,5796,3043,4.6,0.58,,0
1976,33,1470,Canvasback,5471,4531,1.81,0.36,,0
1976,34,1460,Redhead,44334,11624,5.52,1.22,,0
1976,34,1470,Canvasback,51661,25203,2.97,1.07,,0
1976,35,1460,Redhead,41631,11909,5.52,1.22,,0
1976,35,1470,Canvasback,18325,7490,2.97,1.07,,0
1976,36,1460,Redhead,2597,1682,5.52,1.22,,0
1976,36,1470,Canvasback,7815,7360,2.97,1.07,,0
1976,37,1460,Redhead,30004,13231,5.52,1.22,,0
1976,37,1470,Canvasback,48001,29199,2.97,1.07,,0
1976,38,1460,Redhead,0,0,5.52,1.22,,0
1976,38,1470,Canvasback,0,0,2.97,1.07,,0
1976,39,1460,Redhead,20851,7780,5.52,1.22,,0
1976,39,1470,Canvasback,19851,7808,2.97,1.07,,0
1976,40,1460,Redhead,29696,10790,5.52,1.22,,0
1976,40,1470,Canvasback,35111,15585,2.97,1.07,,0
1976,41,1460,Redhead,2667,1080,1.95,0.57,,0
1976,41,1470,Canvasback,13066,7710,2.02,0.7,,0
1976,42,1460,Redhead,0,0,1.95,0.57,,0
1976,42,1470,Canvasback,3165,1986,2.02,0.7,,0
1976,43,1460,Redhead,10113,7544,1.95,0.57,,0
1976,43,1470,Canvasback,5484,4208,2.02,0.7,,0
1976,44,1460,Redhead,0,0,1.95,0.57,,0
1976,44,1470,Canvasback,2555,2479,2.02,0.7,,0
1976,45,1460,Redhead,31998,9493,5.83,1.17,,0
